scheme_id,research_area,eligible,grant_amt,duration,app_dead,no_app,no_app_fund
569,Chemical Engineering,Researchers from developing countries,50000-100000,6,11/19/2023,1790,175
570,Environmental Science,Researchers from developing countries,5000-10000,12,3/16/2023,1922,27
571,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,12,1/30/2023,680,52
572,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,1/3/2023,668,165
573,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,5/2/2023,1755,179
574,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,1/29/2023,474,28
575,Neuroscience,PhD students and postdoctoral fellows,500000-1000000,12,5/21/2023,1905,67
576,Neuroscience,Researchers from developing countries,5000-10000,6,4/27/2023,788,161
577,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,4/16/2023,1358,59
578,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,6/20/2023,1645,156
579,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,12,2/26/2023,1334,24
580,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,10/31/2023,1122,100
581,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2/23/2023,198,137
582,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,7/12/2023,169,171
583,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,12/25/2023,1349,166
584,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,7/19/2023,1417,70
585,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,1/9/2023,237,88
586,Neuroscience,PhD students and postdoctoral fellows,100000-250000,6,3/16/2023,1363,79
587,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,6/7/2023,1586,73
588,Computer Science,Researchers from developing countries,20000-50000,36,1/7/2023,1930,18
589,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,9/2/2023,1943,97
590,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,4/14/2023,557,94
591,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,24,1/21/2023,1222,69
592,Neuroscience,Researchers from developing countries,5000-10000,24,6/16/2023,161,101
593,Computer Science,PhD students and postdoctoral fellows,25000-50000,12,9/30/2023,496,41
594,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,8/20/2023,390,183
595,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,12/1/2023,658,58
596,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,9/21/2023,1834,73
597,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,6,12/12/2023,289,153
598,Neuroscience,PhD students and postdoctoral fellows,5000-15000,6,6/2/2023,289,8
599,Medical Research,PhD students and postdoctoral fellows,50000-100000,36,6/14/2023,1453,78
600,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,11/16/2023,1149,28
601,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,1/30/2023,1712,192
602,Materials Science,PhD students and postdoctoral fellows,5000-15000,36,9/3/2023,1757,160
603,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2/28/2023,1558,99
604,Chemical Engineering,Researchers from developing countries,100000-250000,36,12/26/2023,994,105
605,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,11/4/2023,663,178
606,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,4/11/2023,817,142
607,Neuroscience,Researchers from developing countries,5000-15000,6,8/22/2023,222,31
608,Medical Research,PhD students and postdoctoral fellows,5000-15000,12,4/3/2023,1896,52
609,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,8/7/2023,917,5
610,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,8/26/2023,1199,172
611,Electrical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,11/5/2023,1132,51
612,Physics,Researchers from developing countries,100000-250000,12,2/25/2023,228,67
613,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,5/20/2023,258,71
614,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,11/20/2023,921,165
615,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,6/2/2023,1428,151
616,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,1/13/2023,1552,68
617,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,3/28/2023,1066,135
618,Computer Science,Researchers from developing countries,25000-50000,36,3/12/2023,1087,146
619,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,3/27/2023,1952,139
620,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,10/14/2023,850,150
621,Physics,Researchers from developing countries,20000-50000,36,10/8/2023,267,41
622,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,1/22/2023,1101,135
623,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-10000,12,5/16/2023,1914,54
624,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,10/8/2023,364,124
625,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,3/7/2023,1921,99
626,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,10/5/2023,1145,175
627,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,7/6/2023,1864,133
628,Medical Research,Researchers from developing countries,100000-500000,24,6/11/2023,898,24
629,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,10/2/2023,1412,138
630,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,8/2/2023,1593,47
631,Environmental Science,PhD students and postdoctoral fellows,50000-100000,12,3/11/2023,1501,135
632,Physics,PhD students and postdoctoral fellows,5000-15000,24,10/1/2023,1497,182
633,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,11/15/2023,1300,56
634,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,9/3/2023,1765,5
635,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,11/12/2023,1938,36
636,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,6/8/2023,803,159
637,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,12/12/2023,1655,57
638,Physics,Early-career researchers with a PhD or equivalent degree,50000-100000,36,6/10/2023,1176,13
639,Electrical Engineering,PhD students and postdoctoral fellows,20000-50000,24,4/25/2023,573,193
640,Neuroscience,Early-career researchers with a PhD or equivalent degree,25000-50000,24,1/24/2023,212,99
641,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,5/3/2023,666,72
642,Electrical Engineering,Researchers from developing countries,100000-500000,12,5/19/2023,1048,42
643,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,1/8/2023,1296,46
644,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2/27/2023,1027,155
645,Materials Science,PhD students and postdoctoral fellows,20000-50000,24,9/2/2023,411,45
646,Physics,Researchers from developing countries,20000-50000,24,1/3/2023,422,48
647,Physics,Researchers from developing countries,500000-1000000,24,6/18/2023,743,70
648,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,6/3/2023,1714,189
649,Medical Research,PhD students and postdoctoral fellows,100000-250000,24,5/28/2023,433,103
650,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,1/21/2023,301,36
651,Environmental Science,Researchers from developing countries,20000-50000,24,5/31/2023,620,160
652,Physics,Early-career researchers with a PhD or equivalent degree,5000-10000,36,1/13/2023,1667,136
653,Physics,Researchers from developing countries,100000-500000,24,12/3/2023,1533,161
654,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-15000,12,3/31/2023,1279,190
655,Electrical Engineering,Researchers from developing countries,100000-500000,6,6/16/2023,1040,42
656,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,9/2/2023,703,55
657,Environmental Science,Researchers from developing countries,100000-500000,6,11/14/2023,1178,8
658,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,6/25/2023,378,63
659,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,5/19/2023,1256,174
660,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,9/28/2023,1731,143
661,Electrical Engineering,Researchers from developing countries,25000-50000,24,2/18/2023,785,24
662,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,1/15/2023,408,10
663,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,6/5/2023,1660,194
664,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,1/28/2023,1842,188
665,Neuroscience,PhD students and postdoctoral fellows,25000-50000,24,2/17/2023,1140,19
666,Computer Science,PhD students and postdoctoral fellows,100000-500000,12,1/20/2023,291,82
667,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,6/22/2023,247,74
668,Computer Science,PhD students and postdoctoral fellows,20000-50000,36,8/13/2023,1288,104
669,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,4/27/2023,462,133
670,Computer Science,PhD students and postdoctoral fellows,5000-10000,24,4/19/2023,920,165
671,Electrical Engineering,PhD students and postdoctoral fellows,20000-50000,6,7/20/2023,1116,58
672,Environmental Science,PhD students and postdoctoral fellows,5000-10000,24,4/3/2023,978,43
673,Materials Science,PhD students and postdoctoral fellows,100000-500000,36,4/20/2023,1170,146
674,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,36,10/14/2023,855,88
675,Physics,PhD students and postdoctoral fellows,100000-250000,12,11/6/2023,1267,93
676,Computer Science,PhD students and postdoctoral fellows,100000-250000,24,12/20/2023,1918,10
677,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,12,3/6/2023,499,19
678,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-15000,6,6/6/2023,1111,56
679,Neuroscience,Early-career researchers with a PhD or equivalent degree,25000-50000,12,5/28/2023,1407,109
680,Neuroscience,Researchers from developing countries,500000-1000000,12,11/7/2023,543,156
681,Physics,PhD students and postdoctoral fellows,25000-50000,36,11/30/2023,1702,121
682,Chemical Engineering,Researchers from developing countries,50000-100000,6,7/15/2023,489,32
683,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,3/22/2023,894,141
684,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,1/20/2023,1304,176
685,Physics,PhD students and postdoctoral fellows,100000-500000,36,3/20/2023,1911,119
686,Neuroscience,Researchers from developing countries,100000-250000,6,11/20/2023,1119,77
687,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-10000,12,11/23/2023,459,154
688,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2/1/2023,1437,66
689,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,8/14/2023,408,163
690,Physics,PhD students and postdoctoral fellows,25000-50000,12,4/3/2023,1242,143
691,Materials Science,Researchers from developing countries,500000-1000000,12,3/20/2023,1702,189
692,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,12/10/2023,684,21
693,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,8/24/2023,1107,174
694,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,12/8/2023,1466,26
695,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2/16/2023,1747,116
696,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,12/30/2023,408,114
697,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,3/5/2023,601,96
698,Medical Research,Researchers from developing countries,100000-250000,24,12/3/2023,739,179
699,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,6/15/2023,1514,33
700,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,12/22/2023,1588,188
701,Neuroscience,Researchers from developing countries,5000-10000,12,5/22/2023,1126,112
702,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-10000,36,11/12/2023,880,126
703,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,10/29/2023,1807,21
704,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,3/21/2023,923,162
705,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,8/9/2023,1272,25
706,Neuroscience,Researchers from developing countries,5000-10000,36,10/13/2023,557,67
707,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,6/3/2023,564,99
708,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,6,5/16/2023,1061,178
709,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2/19/2023,657,151
710,Neuroscience,Researchers from developing countries,25000-50000,36,4/20/2023,641,139
711,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,6/27/2023,1796,64
712,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,3/11/2023,270,108
713,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,3/17/2023,1255,13
714,Materials Science,Researchers from developing countries,500000-1000000,6,4/10/2023,1987,158
715,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,10/17/2023,1656,83
716,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,8/26/2023,1291,140
717,Medical Research,PhD students and postdoctoral fellows,20000-50000,36,7/16/2023,1155,100
718,Neuroscience,PhD students and postdoctoral fellows,5000-15000,6,12/26/2023,1477,138
719,Electrical Engineering,Researchers from developing countries,100000-250000,12,12/31/2023,1265,68
720,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,3/13/2023,1612,144
721,Physics,PhD students and postdoctoral fellows,500000-1000000,36,8/16/2023,1391,93
722,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,1/25/2023,1602,103
723,Electrical Engineering,Researchers from developing countries,25000-50000,6,2/21/2023,1646,135
724,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,8/28/2023,1071,173
725,Electrical Engineering,Researchers from developing countries,100000-250000,24,6/4/2023,331,87
726,Electrical Engineering,Researchers from developing countries,500000-1000000,24,6/12/2023,1462,54
727,Environmental Science,Researchers from developing countries,20000-50000,24,8/29/2023,503,181
728,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,1/21/2023,1929,156
729,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,3/13/2023,1847,95
730,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,24,10/13/2023,1111,30
731,Environmental Science,Early-career researchers with a PhD or equivalent degree,100000-500000,24,6/18/2023,374,8
732,Computer Science,PhD students and postdoctoral fellows,25000-50000,6,3/6/2023,1150,47
733,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,5/7/2023,877,8
734,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-500000,12,7/9/2023,548,144
735,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,10/29/2023,678,144
736,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,3/10/2023,890,174
737,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,24,11/27/2023,1835,65
738,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,7/9/2023,1483,149
739,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,3/31/2023,57,21
740,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,6/7/2023,574,181
741,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,8/10/2023,707,103
742,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2/26/2023,719,67
743,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,1/5/2023,1780,71
744,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,8/12/2023,1317,22
745,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,5/5/2023,1431,124
746,Electrical Engineering,Researchers from developing countries,100000-250000,24,10/21/2023,1293,163
747,Medical Research,Researchers from developing countries,500000-1000000,24,1/24/2023,1875,12
748,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,36,9/21/2023,1531,170
749,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,8/5/2023,1920,115
750,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,9/29/2023,184,164
751,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,1/20/2023,1153,180
752,Physics,Researchers from developing countries,100000-500000,24,6/21/2023,210,135
753,Materials Science,Researchers from developing countries,20000-50000,24,9/7/2023,112,186
754,Environmental Science,Early-career researchers with a PhD or equivalent degree,100000-250000,6,7/11/2023,1650,136
755,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,24,9/20/2023,1198,58
756,Medical Research,Researchers from developing countries,100000-500000,12,5/11/2023,330,28
757,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,7/17/2023,1467,55
758,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,6,12/10/2023,1047,155
759,Physics,Researchers from developing countries,100000-250000,24,7/6/2023,1987,149
760,Computer Science,Researchers from developing countries,500000-1000000,24,5/1/2023,1829,92
761,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,5/4/2023,1740,187
762,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,5/10/2023,650,84
763,Electrical Engineering,Researchers from developing countries,5000-10000,24,7/15/2023,608,176
764,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-250000,36,1/10/2023,1244,137
765,Physics,Researchers from developing countries,25000-50000,12,3/30/2023,603,63
766,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,6,4/4/2023,1892,140
767,Chemical Engineering,Researchers from developing countries,5000-15000,24,8/18/2023,1020,134
768,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,9/24/2023,1746,191
769,Physics,Early-career researchers with a PhD or equivalent degree,5000-10000,6,12/9/2023,725,137
770,Chemical Engineering,Researchers from developing countries,100000-500000,12,5/2/2023,1002,47
771,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,11/29/2023,1061,173
772,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,3/22/2023,1715,152
773,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-10000,6,6/20/2023,1432,5
774,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,6,4/19/2023,585,25
775,Electrical Engineering,Researchers from developing countries,25000-50000,36,2/27/2023,1818,161
776,Materials Science,Early-career researchers with a PhD or equivalent degree,25000-50000,24,1/5/2023,1904,13
777,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-250000,6,4/7/2023,509,71
778,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,12/21/2023,1928,112
779,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,6/3/2023,62,114
780,Computer Science,Researchers from developing countries,50000-100000,24,3/29/2023,1178,50
781,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,6,2/16/2023,1476,123
782,Physics,PhD students and postdoctoral fellows,20000-50000,6,9/8/2023,293,26
783,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,10/18/2023,961,8
784,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,36,4/13/2023,398,167
785,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,6/25/2023,1473,82
786,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,3/3/2023,406,16
787,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,12,7/7/2023,167,171
788,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,6/27/2023,348,71
789,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,36,12/8/2023,1029,75
790,Electrical Engineering,Researchers from developing countries,50000-100000,6,10/28/2023,1315,21
791,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,1/19/2023,315,198
792,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,3/12/2023,1369,40
793,Physics,Researchers from developing countries,50000-100000,24,8/14/2023,967,38
794,Electrical Engineering,Researchers from developing countries,50000-100000,6,6/21/2023,132,5
795,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,7/4/2023,1505,69
796,Materials Science,PhD students and postdoctoral fellows,100000-500000,6,5/6/2023,882,126
797,Medical Research,Researchers from developing countries,20000-50000,36,6/20/2023,685,154
798,Materials Science,PhD students and postdoctoral fellows,5000-15000,12,8/6/2023,839,47
799,Materials Science,Researchers from developing countries,20000-50000,36,6/28/2023,1505,196
800,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,11/28/2023,1904,166
801,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,1/31/2023,821,178
802,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,3/28/2023,821,168
803,Physics,Researchers from developing countries,5000-10000,24,3/25/2023,761,28
804,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2/13/2023,473,162
805,Electrical Engineering,Researchers from developing countries,25000-50000,24,12/31/2023,474,126
806,Chemical Engineering,PhD students and postdoctoral fellows,20000-50000,36,2/8/2023,1800,120
807,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-15000,6,12/6/2023,376,124
808,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2/13/2023,1725,23
809,Materials Science,Researchers from developing countries,500000-1000000,36,11/16/2023,1180,61
810,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,7/20/2023,1498,15
811,Medical Research,PhD students and postdoctoral fellows,100000-500000,24,1/10/2023,1058,126
812,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,11/14/2023,176,71
813,Environmental Science,PhD students and postdoctoral fellows,25000-50000,36,12/26/2023,886,173
814,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,8/11/2023,1692,15
815,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,12/14/2023,1443,40
816,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,8/5/2023,230,74
817,Physics,Researchers from developing countries,25000-50000,6,3/2/2023,1534,48
818,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,12/18/2023,1406,125
819,Neuroscience,Researchers from developing countries,50000-100000,36,2/13/2023,465,66
820,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,11/19/2023,1202,147
821,Neuroscience,Early-career researchers with a PhD or equivalent degree,20000-50000,6,1/13/2023,1617,102
822,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,4/15/2023,1909,54
823,Neuroscience,PhD students and postdoctoral fellows,50000-100000,36,7/23/2023,1359,21
824,Neuroscience,PhD students and postdoctoral fellows,5000-15000,36,5/6/2023,1865,162
825,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,11/20/2023,74,15
826,Chemical Engineering,Researchers from developing countries,100000-500000,6,9/24/2023,1601,84
827,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2/18/2023,1204,101
828,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,12/16/2023,345,118
829,Materials Science,Researchers from developing countries,100000-250000,24,1/28/2023,1473,14
830,Materials Science,PhD students and postdoctoral fellows,50000-100000,36,8/31/2023,533,28
831,Environmental Science,PhD students and postdoctoral fellows,20000-50000,6,1/2/2023,1829,172
832,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,24,9/24/2023,1187,144
833,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,9/15/2023,206,98
834,Materials Science,Researchers from developing countries,5000-10000,36,5/13/2023,1519,130
835,Medical Research,PhD students and postdoctoral fellows,100000-250000,36,12/27/2023,566,11
836,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,3/17/2023,186,192
837,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,3/17/2023,674,82
838,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,36,7/9/2023,1949,98
839,Environmental Science,PhD students and postdoctoral fellows,25000-50000,12,12/8/2023,570,97
840,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,24,3/8/2023,166,147
841,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,6/28/2023,638,88
842,Environmental Science,Researchers from developing countries,5000-15000,12,12/31/2023,663,170
843,Medical Research,PhD students and postdoctoral fellows,100000-500000,24,6/6/2023,1338,189
844,Neuroscience,Researchers from developing countries,5000-15000,12,3/26/2023,1425,113
845,Neuroscience,PhD students and postdoctoral fellows,500000-1000000,24,6/22/2023,1609,180
846,Physics,Researchers from developing countries,500000-1000000,12,10/13/2023,1436,196
847,Physics,Researchers from developing countries,100000-500000,24,7/9/2023,225,63
848,Physics,Researchers from developing countries,25000-50000,6,6/29/2023,706,20
849,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2/25/2023,1208,17
850,Physics,Researchers from developing countries,25000-50000,12,9/16/2023,601,170
851,Environmental Science,Researchers from developing countries,20000-50000,36,4/7/2023,1764,134
852,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,12,5/18/2023,1159,44
853,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2/13/2023,924,131
