Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
5460,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-10-21,90,134
5461,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-04-24,554,70
5462,Physics,Early-career researchers with a PhD or equivalent degree,20000-50000,36,2023-03-15,727,164
5463,Materials Science,Researchers from developing countries,5000-10000,24,2023-08-23,992,162
5464,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-06-10,344,112
5465,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-07-26,1170,73
5466,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-02-11,834,189
5467,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-02-21,1547,120
5468,Chemical Engineering,Researchers from developing countries,50000-100000,6,2023-07-16,1838,193
5469,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-11-29,755,125
5470,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-09-30,1769,28
5471,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-08-03,462,92
5472,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-07-05,894,79
5473,Neuroscience,Researchers from developing countries,100000-250000,36,2023-08-01,709,44
5474,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-04-12,704,75
5475,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-04-29,680,198
5476,Computer Science,Researchers from developing countries,50000-100000,12,2023-06-23,236,168
5477,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-03-07,93,166
5478,Physics,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-05-03,381,103
5479,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-12-08,921,127
5480,Physics,PhD students and postdoctoral fellows,20000-50000,12,2023-08-01,1733,164
5481,Computer Science,Researchers from developing countries,20000-50000,24,2023-12-16,1012,116
5482,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-09-03,724,48
5483,Materials Science,PhD students and postdoctoral fellows,50000-100000,12,2023-07-09,1337,169
5484,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-03-04,1075,198
5485,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-06-07,1975,194
5486,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-05-30,1941,31
5487,Materials Science,Researchers from developing countries,5000-10000,6,2023-01-02,1541,64
5488,Medical Research,Researchers from developing countries,20000-50000,6,2023-06-06,913,190
5489,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-05-16,1870,110
5490,Computer Science,Researchers from developing countries,500000-1000000,36,2023-11-17,1720,140
5491,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-10-12,1032,121
5492,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-05-21,1959,7
5493,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-10-24,1070,37
5494,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-05-04,1721,74
5495,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-07-19,1374,120
5496,Environmental Science,Researchers from developing countries,25000-50000,6,2023-12-03,129,168
5497,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-11-01,352,62
5498,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-10-31,1214,115
5499,Environmental Science,PhD students and postdoctoral fellows,25000-50000,12,2023-09-12,356,12
5500,Computer Science,PhD students and postdoctoral fellows,500000-1000000,24,2023-04-13,840,156
5501,Materials Science,Researchers from developing countries,5000-10000,12,2023-08-10,1481,121
5502,Physics,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-06-05,1001,70
5503,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-09-18,1208,77
5504,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-01-25,864,186
5505,Computer Science,Researchers from developing countries,100000-250000,36,2023-10-12,1359,118
5506,Computer Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-08-06,978,20
5507,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-01-18,905,195
5508,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-03-22,1187,190
5509,Medical Research,Researchers from developing countries,50000-100000,12,2023-01-24,395,120
5510,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-10-22,1678,85
5511,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-01-13,1146,183
5512,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-11-01,1729,153
5513,Environmental Science,Researchers from developing countries,5000-10000,12,2023-08-17,311,34
5514,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-02-02,1955,8
5515,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-08-18,1257,197
5516,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-11-11,1557,83
5517,Physics,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-05-21,1201,24
5518,Environmental Science,Researchers from developing countries,500000-1000000,12,2023-08-11,124,132
5519,Materials Science,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-06-18,1149,52
5520,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,24,2023-08-14,699,181
5521,Chemical Engineering,Researchers from developing countries,5000-15000,36,2023-01-04,492,94
5522,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-07-20,972,145
5523,Environmental Science,PhD students and postdoctoral fellows,50000-100000,12,2023-07-13,572,162
5524,Neuroscience,PhD students and postdoctoral fellows,50000-100000,12,2023-01-14,942,102
5525,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-08-10,729,171
5526,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-04-06,212,50
5527,Physics,Researchers from developing countries,100000-500000,24,2023-01-15,1869,155
5528,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-07-14,814,123
5529,Chemical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-06-26,638,155
5530,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-03-29,1570,184
5531,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2023-12-01,1582,13
5532,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-02-19,1561,108
5533,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-10-20,841,6
5534,Computer Science,PhD students and postdoctoral fellows,20000-50000,12,2023-07-26,1661,26
5535,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-09-02,732,81
5536,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-08-22,1329,177
5537,Computer Science,PhD students and postdoctoral fellows,100000-500000,36,2023-03-20,118,155
5538,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-11-07,1377,85
5539,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-12-14,1662,62
5540,Neuroscience,PhD students and postdoctoral fellows,5000-15000,36,2023-09-24,664,28
5541,Physics,PhD students and postdoctoral fellows,100000-250000,24,2023-06-08,95,138
5542,Physics,PhD students and postdoctoral fellows,5000-10000,12,2023-10-20,603,114
5543,Medical Research,Researchers from developing countries,5000-10000,36,2023-02-18,113,125
5544,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-09-02,1322,123
5545,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,36,2023-10-09,1688,33
5546,Computer Science,Researchers from developing countries,20000-50000,12,2023-11-11,323,42
5547,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-06-08,1269,135
5548,Medical Research,Early-career researchers with a PhD or equivalent degree,20000-50000,36,2023-04-21,945,185
5549,Medical Research,PhD students and postdoctoral fellows,20000-50000,6,2023-04-03,1799,8
5550,Physics,Researchers from developing countries,20000-50000,24,2023-04-03,67,101
5551,Environmental Science,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-02-02,961,77
5552,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-09-01,1748,13
5553,Neuroscience,Researchers from developing countries,500000-1000000,6,2023-01-31,1964,200
5554,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,2023-07-03,152,20
5555,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-05-31,966,190
5556,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,36,2023-10-01,1309,114
5557,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-01-31,1896,165
5558,Electrical Engineering,PhD students and postdoctoral fellows,100000-250000,24,2023-07-25,228,60
5559,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-10-02,1190,124
5560,Medical Research,PhD students and postdoctoral fellows,20000-50000,24,2023-07-21,267,105
5561,Chemical Engineering,Researchers from developing countries,25000-50000,6,2023-09-11,440,185
5562,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-09-30,937,55
5563,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-11-05,1294,33
5564,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-04-05,1749,104
5565,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-06-10,338,169
5566,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-03-28,1159,132
5567,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-08-07,611,77
5568,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-04-16,1555,79
5569,Chemical Engineering,Researchers from developing countries,100000-250000,6,2023-09-09,1356,147
5570,Physics,Researchers from developing countries,25000-50000,36,2023-06-27,694,161
5571,Neuroscience,Researchers from developing countries,20000-50000,36,2023-01-12,1388,48
5572,Chemical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-10-26,561,25
5573,Physics,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-01-13,1232,88
5574,Materials Science,Researchers from developing countries,500000-1000000,24,2023-09-21,1793,127
5575,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,24,2023-01-26,1275,148
5576,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-12-13,540,102
5577,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-02-13,818,43
5578,Environmental Science,PhD students and postdoctoral fellows,20000-50000,24,2023-02-14,368,124
5579,Physics,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-03-25,1672,41
5580,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-07-19,1920,108
5581,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-01-19,1400,47
5582,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-05-01,1296,132
5583,Chemical Engineering,PhD students and postdoctoral fellows,50000-100000,24,2023-12-02,155,37
5584,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-07-24,184,147
5585,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-02-21,1226,58
5586,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-12-26,804,88
5587,Computer Science,PhD students and postdoctoral fellows,5000-10000,6,2023-05-13,190,83
5588,Electrical Engineering,PhD students and postdoctoral fellows,500000-1000000,36,2023-12-27,1865,184
5589,Computer Science,Researchers from developing countries,500000-1000000,12,2023-05-29,1663,168
5590,Materials Science,PhD students and postdoctoral fellows,100000-500000,36,2023-04-19,1086,51
5591,Medical Research,Researchers from developing countries,100000-250000,12,2023-01-02,1362,136
5592,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-06-20,431,141
5593,Chemical Engineering,Researchers from developing countries,500000-1000000,12,2023-07-01,1983,161
5594,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-03-20,482,25
5595,Neuroscience,Researchers from developing countries,20000-50000,6,2023-05-11,452,74
5596,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-02-07,1612,137
5597,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-02-04,712,141
5598,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-10-28,1941,36
5599,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-07-15,359,21
5600,Environmental Science,Researchers from developing countries,5000-15000,12,2023-03-11,1345,169
5601,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,12,2023-03-04,1708,174
5602,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-05-31,894,64
5603,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-06-15,239,116
5604,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-09-26,302,28
5605,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-01-01,1204,60
5606,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,12,2023-01-21,215,156
5607,Materials Science,Researchers from developing countries,100000-500000,6,2023-05-25,1909,92
5608,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-12-02,68,189
5609,Neuroscience,Researchers from developing countries,5000-15000,6,2023-01-07,1896,93
5610,Physics,Researchers from developing countries,5000-10000,36,2023-11-22,944,176
5611,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-02-23,585,86
5612,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-10-09,1768,57
5613,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-06-15,1425,14
5614,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-09-13,63,118
5615,Materials Science,Researchers from developing countries,5000-10000,36,2023-03-12,298,165
5616,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-09-26,412,38
5617,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,24,2023-08-10,1831,30
5618,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-05-19,1405,191
5619,Computer Science,PhD students and postdoctoral fellows,5000-10000,24,2023-03-10,1365,82
5620,Medical Research,Researchers from developing countries,100000-500000,6,2023-01-13,1316,199
5621,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-06-09,50,198
5622,Neuroscience,Researchers from developing countries,100000-250000,36,2023-05-24,177,88
5623,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-04-03,519,8
5624,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-07-05,1278,22
5625,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-02-04,1225,196
5626,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,12,2023-05-20,438,12
5627,Medical Research,PhD students and postdoctoral fellows,5000-10000,36,2023-01-29,1911,113
5628,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-03-07,1667,125
5629,Neuroscience,Researchers from developing countries,50000-100000,24,2023-08-14,233,121
5630,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,24,2023-07-13,1884,101
5631,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-01-17,192,107
5632,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-08-21,1525,103
5633,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-05-04,1203,31
5634,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-04-27,286,184
5635,Neuroscience,PhD students and postdoctoral fellows,5000-15000,36,2023-11-04,86,84
5636,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-09-03,181,40
5637,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-11-15,1487,188
5638,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-03-09,578,147
5639,Physics,PhD students and postdoctoral fellows,25000-50000,12,2023-09-21,346,112
5640,Neuroscience,PhD students and postdoctoral fellows,100000-500000,6,2023-12-01,837,166
5641,Medical Research,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-09-29,902,140
5642,Medical Research,PhD students and postdoctoral fellows,25000-50000,36,2023-04-19,534,98
5643,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-03-13,1879,77
5644,Medical Research,Researchers from developing countries,50000-100000,6,2023-01-14,1759,143
5645,Medical Research,PhD students and postdoctoral fellows,50000-100000,36,2023-07-30,1822,192
5646,Environmental Science,PhD students and postdoctoral fellows,100000-500000,12,2023-03-26,1257,102
5647,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-06-22,779,22
5648,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-08-18,193,181
5649,Electrical Engineering,PhD students and postdoctoral fellows,100000-250000,12,2023-04-24,1890,166
5650,Physics,PhD students and postdoctoral fellows,20000-50000,36,2023-08-16,1025,50
5651,Environmental Science,PhD students and postdoctoral fellows,5000-10000,36,2023-07-20,856,188
5652,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-08-19,1398,187
5653,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-11-01,1477,133
5654,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-04-23,882,134
5655,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-08-30,1852,103
5656,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-10-17,1162,121
5657,Medical Research,Researchers from developing countries,100000-250000,12,2023-02-13,1251,99
5658,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-12-29,1478,92
5659,Electrical Engineering,PhD students and postdoctoral fellows,100000-250000,24,2023-04-23,1419,30
5660,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-09-06,186,117
5661,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-03-10,1689,153
5662,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-07-15,777,84
5663,Environmental Science,Researchers from developing countries,25000-50000,36,2023-10-20,881,87
5664,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,2023-02-07,1366,23
5665,Medical Research,PhD students and postdoctoral fellows,20000-50000,6,2023-08-31,1819,133
5666,Neuroscience,Researchers from developing countries,25000-50000,12,2023-01-11,1470,73
5667,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-11-25,1235,57
5668,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-08-20,1195,54
5669,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-12-12,325,153
5670,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-07-23,916,147
5671,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-03-06,1132,37
5672,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-03-07,457,87
5673,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-12-07,1384,143
5674,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-11-06,1212,30
5675,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-11-04,1194,103
5676,Neuroscience,PhD students and postdoctoral fellows,100000-500000,24,2023-02-25,1525,5
5677,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-04-19,1101,32
5678,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-04-10,486,9
5679,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-06-12,888,28
5680,Neuroscience,Researchers from developing countries,100000-250000,36,2023-11-21,550,120
5681,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-07-29,1671,29
5682,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-12-03,1673,118
5683,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-10-13,252,181
5684,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-12-21,1497,167
5685,Medical Research,Researchers from developing countries,5000-10000,6,2023-02-12,1615,132
5686,Materials Science,PhD students and postdoctoral fellows,100000-250000,24,2023-08-19,1072,127
5687,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-05-31,1437,19
5688,Medical Research,PhD students and postdoctoral fellows,20000-50000,12,2023-04-18,360,55
5689,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,36,2023-05-19,1024,100
5690,Environmental Science,PhD students and postdoctoral fellows,25000-50000,12,2023-03-21,1472,114
5691,Physics,PhD students and postdoctoral fellows,500000-1000000,12,2023-05-07,1867,11
5692,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-08-22,1765,56
5693,Physics,PhD students and postdoctoral fellows,5000-15000,24,2023-02-25,535,110
5694,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-01-13,1936,129
5695,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-05-10,1820,140
5696,Environmental Science,Researchers from developing countries,50000-100000,24,2023-02-01,411,82
5697,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-08-16,498,54
5698,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,24,2023-03-24,173,59
5699,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-11-03,228,61
5700,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-10-31,1656,25
5701,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-06-25,1085,96
5702,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-15000,6,2023-03-16,1340,124
5703,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-05-02,1605,22
5704,Neuroscience,Researchers from developing countries,20000-50000,36,2023-01-15,1202,136
5705,Medical Research,Early-career researchers with a PhD or equivalent degree,50000-100000,36,2023-06-27,1811,140
5706,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-04-06,1063,6
5707,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-05-02,1319,119
5708,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-12-31,479,81
5709,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-05-19,630,99
5710,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-06-01,221,95
5711,Physics,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-05-12,518,21
5712,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-09-16,1815,132
5713,Materials Science,Early-career researchers with a PhD or equivalent degree,50000-100000,36,2023-11-21,51,193
5714,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-07-05,350,97
5715,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-08-02,1498,147
5716,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,24,2023-08-26,603,54
5717,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-12-02,1270,14
5718,Materials Science,PhD students and postdoctoral fellows,100000-250000,24,2023-03-24,735,178
5719,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-06-29,1871,17
5720,Chemical Engineering,PhD students and postdoctoral fellows,50000-100000,36,2023-07-28,1275,134
5721,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-04-18,1460,26
5722,Computer Science,Researchers from developing countries,25000-50000,6,2023-12-14,417,180
5723,Environmental Science,Researchers from developing countries,100000-250000,36,2023-01-25,86,64
5724,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-04-07,1644,180
5725,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-01-31,1663,168
5726,Neuroscience,Researchers from developing countries,100000-500000,24,2023-04-24,1987,144
5727,Computer Science,Researchers from developing countries,20000-50000,24,2023-02-07,974,9
5728,Physics,Researchers from developing countries,500000-1000000,36,2023-10-12,171,92
5729,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-07-12,427,57
5730,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-03-12,240,184
5731,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-02-26,1761,151
5732,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2023-08-22,1450,185
5733,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-08-07,1563,189
5734,Computer Science,PhD students and postdoctoral fellows,5000-10000,24,2023-09-09,1353,113
